"";"education";"ocupation";"area";"age group";"recomendation";"firma";"score";"detractor";"neutral";"promoter";"total"
"737";"Wyższe";"Agronom ekspert";"więcej niż 250 ha";"31 - 40";9;"Dzwonek";"Promoter";0;0;1;1
"738";"Wyższe rolnicze";"Główny agronom";"100.01 - 250 ha";"powyżej 60";1;"Dzwonek";"Detractor";1;0;0;1
"739";"Średnie ogólne";"Właściciel";"50.01 - 100 ha";"powyżej 60";5;"Dzwonek";"Detractor";1;0;0;1
"740";"Wyższe";"Dyrektor/wicedyrektor";"więcej niż 250 ha";"31 - 40";9;"Dzwonek";"Promoter";0;0;1;1
"741";"Średnie techniczne";"Główny agronom";"25.01 - 50 ha";"powyżej 60";2;"Dzwonek";"Detractor";1;0;0;1
"742";"Wyższe rolnicze";"Główny agronom";"więcej niż 250 ha";"41 - 50";5;"Dzwonek";"Detractor";1;0;0;1
"743";"Średnie techniczne";"Pracownik techniczny";"100.01 - 250 ha";"powyżej 60";5;"Dzwonek";"Detractor";1;0;0;1
"744";"Średnie ogólne";"Dyrektor/wicedyrektor";"więcej niż 250 ha";"powyżej 60";4;"Dzwonek";"Detractor";1;0;0;1
"745";"Średnie ogólne";"Agronom ekspert";"więcej niż 250 ha";"powyżej 60";6;"Dzwonek";"Detractor";1;0;0;1
"746";"Wyższe rolnicze";"Dyrektor/wicedyrektor";"50.01 - 100 ha";"41 - 50";2;"Dzwonek";"Detractor";1;0;0;1
"747";"Średnie techniczne";"Właściciel";"25.01 - 50 ha";"41 - 50";0;"Dzwonek";"Detractor";1;0;0;1
"748";"Średnie ogólne";"Agronom ekspert";"50.01 - 100 ha";"powyżej 60";2;"Dzwonek";"Detractor";1;0;0;1
"749";"Wyższe rolnicze";"Dyrektor/wicedyrektor";"100.01 - 250 ha";"powyżej 60";0;"Dzwonek";"Detractor";1;0;0;1
"750";"Wyższe rolnicze";"Właściciel";"100.01 - 250 ha";"51 - 60";1;"Dzwonek";"Detractor";1;0;0;1
"751";"Średnie ogólne";"Właściciel";"więcej niż 250 ha";"powyżej 60";1;"Dzwonek";"Detractor";1;0;0;1
"752";"Wyższe rolnicze";"Dyrektor/wicedyrektor";"25.01 - 50 ha";"powyżej 60";6;"Dzwonek";"Detractor";1;0;0;1
"753";"Wyższe rolnicze";"Agronom ekspert";"50.01 - 100 ha";"31 - 40";5;"Dzwonek";"Detractor";1;0;0;1
"754";"Średnie techniczne";"Agronom ekspert";"więcej niż 250 ha";"powyżej 60";10;"Dzwonek";"Promoter";0;0;1;1
"755";"Wyższe";"Agronom ekspert";"więcej niż 250 ha";"powyżej 60";2;"Dzwonek";"Detractor";1;0;0;1
"756";"Wyższe";"Agronom ekspert";"mniej niż 25 ha";"41 - 50";1;"Dzwonek";"Detractor";1;0;0;1
"757";"Średnie ogólne";"Właściciel";"mniej niż 25 ha";"41 - 50";10;"Dzwonek";"Promoter";0;0;1;1
"758";"Wyższe";"Agronom ekspert";"50.01 - 100 ha";"powyżej 60";5;"Dzwonek";"Detractor";1;0;0;1
"759";"Średnie techniczne";"Dyrektor/wicedyrektor";"50.01 - 100 ha";"51 - 60";0;"Dzwonek";"Detractor";1;0;0;1
"760";"Wyższe";"Główny agronom";"100.01 - 250 ha";"mniej niż 30";8;"Dzwonek";"Neutral";0;1;0;1
"761";"Średnie ogólne";"Główny agronom";"50.01 - 100 ha";"51 - 60";6;"Dzwonek";"Detractor";1;0;0;1
"762";"Średnie ogólne";"Główny agronom";"100.01 - 250 ha";"powyżej 60";1;"Dzwonek";"Detractor";1;0;0;1
"763";"Wyższe rolnicze";"Właściciel";"25.01 - 50 ha";"powyżej 60";10;"Dzwonek";"Promoter";0;0;1;1
"764";"Wyższe";"Pracownik techniczny";"więcej niż 250 ha";"31 - 40";5;"Dzwonek";"Detractor";1;0;0;1
"765";"Wyższe";"Główny agronom";"100.01 - 250 ha";"powyżej 60";3;"Dzwonek";"Detractor";1;0;0;1
"766";"Średnie techniczne";"Właściciel";"100.01 - 250 ha";"41 - 50";0;"Dzwonek";"Detractor";1;0;0;1
"767";"Średnie ogólne";"Główny agronom";"więcej niż 250 ha";"41 - 50";4;"Dzwonek";"Detractor";1;0;0;1
"768";"Średnie techniczne";"Właściciel";"100.01 - 250 ha";"powyżej 60";0;"Dzwonek";"Detractor";1;0;0;1
"769";"Średnie techniczne";"Agronom ekspert";"mniej niż 25 ha";"powyżej 60";10;"Dzwonek";"Promoter";0;0;1;1
"770";"Średnie ogólne";"Główny agronom";"25.01 - 50 ha";"51 - 60";6;"Dzwonek";"Detractor";1;0;0;1
"771";"Średnie ogólne";"Pracownik techniczny";"więcej niż 250 ha";"51 - 60";6;"Dzwonek";"Detractor";1;0;0;1
"772";"Wyższe rolnicze";"Agronom ekspert";"więcej niż 250 ha";"mniej niż 30";8;"Dzwonek";"Neutral";0;1;0;1
"773";"Wyższe";"Główny agronom";"więcej niż 250 ha";"31 - 40";2;"Dzwonek";"Detractor";1;0;0;1
"774";"Średnie techniczne";"Agronom ekspert";"więcej niż 250 ha";"mniej niż 30";1;"Dzwonek";"Detractor";1;0;0;1
"775";"Wyższe rolnicze";"Właściciel";"100.01 - 250 ha";"powyżej 60";2;"Dzwonek";"Detractor";1;0;0;1
"776";"Średnie techniczne";"Właściciel";"100.01 - 250 ha";"51 - 60";5;"Dzwonek";"Detractor";1;0;0;1
"777";"Średnie techniczne";"Właściciel";"mniej niż 25 ha";"31 - 40";7;"Dzwonek";"Neutral";0;1;0;1
"778";"Średnie techniczne";"Dyrektor/wicedyrektor";"50.01 - 100 ha";"51 - 60";7;"Dzwonek";"Neutral";0;1;0;1
"779";"Średnie ogólne";"Dyrektor/wicedyrektor";"więcej niż 250 ha";"31 - 40";3;"Dzwonek";"Detractor";1;0;0;1
"780";"Wyższe";"Główny agronom";"więcej niż 250 ha";"mniej niż 30";4;"Dzwonek";"Detractor";1;0;0;1
"781";"Wyższe rolnicze";"Właściciel";"więcej niż 250 ha";"powyżej 60";5;"Dzwonek";"Detractor";1;0;0;1
"782";"Średnie ogólne";"Właściciel";"50.01 - 100 ha";"51 - 60";3;"Dzwonek";"Detractor";1;0;0;1
"783";"Wyższe rolnicze";"Dyrektor/wicedyrektor";"50.01 - 100 ha";"mniej niż 30";2;"Dzwonek";"Detractor";1;0;0;1
"784";"Średnie techniczne";"Pracownik techniczny";"więcej niż 250 ha";"41 - 50";7;"Dzwonek";"Neutral";0;1;0;1
"785";"Średnie ogólne";"Właściciel";"100.01 - 250 ha";"51 - 60";5;"Fiołek";"Detractor";1;0;0;1
"786";"Średnie ogólne";"Agronom ekspert";"mniej niż 25 ha";"31 - 40";6;"Fiołek";"Detractor";1;0;0;1
"787";"Średnie ogólne";"Główny agronom";"100.01 - 250 ha";"mniej niż 30";8;"Fiołek";"Neutral";0;1;0;1
"788";"Średnie ogólne";"Główny agronom";"więcej niż 250 ha";"mniej niż 30";7;"Fiołek";"Neutral";0;1;0;1
"789";"Średnie ogólne";"Właściciel";"25.01 - 50 ha";"31 - 40";9;"Fiołek";"Promoter";0;0;1;1
"790";"Średnie ogólne";"Główny agronom";"25.01 - 50 ha";"mniej niż 30";7;"Fiołek";"Neutral";0;1;0;1
"791";"Wyższe";"Główny agronom";"100.01 - 250 ha";"41 - 50";4;"Fiołek";"Detractor";1;0;0;1
"792";"Średnie ogólne";"Właściciel";"100.01 - 250 ha";"41 - 50";3;"Fiołek";"Detractor";1;0;0;1
"793";"Średnie techniczne";"Właściciel";"więcej niż 250 ha";"powyżej 60";8;"Fiołek";"Neutral";0;1;0;1
"794";"Średnie ogólne";"Właściciel";"więcej niż 250 ha";"31 - 40";5;"Fiołek";"Detractor";1;0;0;1
"795";"Średnie ogólne";"Główny agronom";"25.01 - 50 ha";"powyżej 60";9;"Fiołek";"Promoter";0;0;1;1
"796";"Średnie techniczne";"Pracownik techniczny";"100.01 - 250 ha";"41 - 50";9;"Fiołek";"Promoter";0;0;1;1
"797";"Średnie techniczne";"Właściciel";"mniej niż 25 ha";"41 - 50";6;"Fiołek";"Detractor";1;0;0;1
"798";"Średnie ogólne";"Dyrektor/wicedyrektor";"więcej niż 250 ha";"mniej niż 30";6;"Fiołek";"Detractor";1;0;0;1
"799";"Średnie ogólne";"Główny agronom";"25.01 - 50 ha";"31 - 40";7;"Fiołek";"Neutral";0;1;0;1
"800";"Średnie ogólne";"Właściciel";"100.01 - 250 ha";"31 - 40";4;"Fiołek";"Detractor";1;0;0;1
"801";"Średnie techniczne";"Właściciel";"100.01 - 250 ha";"31 - 40";7;"Fiołek";"Neutral";0;1;0;1
"802";"Średnie ogólne";"Agronom ekspert";"100.01 - 250 ha";"51 - 60";9;"Fiołek";"Promoter";0;0;1;1
"803";"Średnie techniczne";"Właściciel";"50.01 - 100 ha";"powyżej 60";4;"Fiołek";"Detractor";1;0;0;1
"804";"Średnie ogólne";"Główny agronom";"25.01 - 50 ha";"powyżej 60";8;"Fiołek";"Neutral";0;1;0;1
"805";"Średnie ogólne";"Właściciel";"mniej niż 25 ha";"mniej niż 30";6;"Fiołek";"Detractor";1;0;0;1
"806";"Średnie ogólne";"Główny agronom";"więcej niż 250 ha";"41 - 50";9;"Fiołek";"Promoter";0;0;1;1
"807";"Średnie ogólne";"Dyrektor/wicedyrektor";"50.01 - 100 ha";"powyżej 60";5;"Fiołek";"Detractor";1;0;0;1
"808";"Średnie ogólne";"Dyrektor/wicedyrektor";"50.01 - 100 ha";"51 - 60";2;"Fiołek";"Detractor";1;0;0;1
"809";"Średnie techniczne";"Dyrektor/wicedyrektor";"100.01 - 250 ha";"51 - 60";9;"Fiołek";"Promoter";0;0;1;1
"810";"Średnie ogólne";"Właściciel";"50.01 - 100 ha";"41 - 50";4;"Fiołek";"Detractor";1;0;0;1
"811";"Średnie techniczne";"Pracownik techniczny";"mniej niż 25 ha";"51 - 60";7;"Fiołek";"Neutral";0;1;0;1
"812";"Średnie ogólne";"Dyrektor/wicedyrektor";"mniej niż 25 ha";"51 - 60";5;"Fiołek";"Detractor";1;0;0;1
"813";"Średnie ogólne";"Pracownik techniczny";"mniej niż 25 ha";"51 - 60";1;"Fiołek";"Detractor";1;0;0;1
"814";"Średnie ogólne";"Właściciel";"mniej niż 25 ha";"mniej niż 30";8;"Fiołek";"Neutral";0;1;0;1
"815";"Średnie ogólne";"Pracownik techniczny";"50.01 - 100 ha";"powyżej 60";9;"Fiołek";"Promoter";0;0;1;1
"816";"Wyższe rolnicze";"Właściciel";"mniej niż 25 ha";"41 - 50";3;"Fiołek";"Detractor";1;0;0;1
"817";"Wyższe";"Główny agronom";"więcej niż 250 ha";"51 - 60";9;"Fiołek";"Promoter";0;0;1;1
"818";"Średnie ogólne";"Właściciel";"100.01 - 250 ha";"31 - 40";9;"Fiołek";"Promoter";0;0;1;1
"819";"Średnie ogólne";"Właściciel";"więcej niż 250 ha";"31 - 40";7;"Fiołek";"Neutral";0;1;0;1
"820";"Średnie ogólne";"Agronom ekspert";"więcej niż 250 ha";"powyżej 60";8;"Fiołek";"Neutral";0;1;0;1
"821";"Średnie ogólne";"Agronom ekspert";"50.01 - 100 ha";"51 - 60";4;"Fiołek";"Detractor";1;0;0;1
"822";"Średnie ogólne";"Agronom ekspert";"mniej niż 25 ha";"41 - 50";10;"Fiołek";"Promoter";0;0;1;1
"823";"Średnie ogólne";"Właściciel";"więcej niż 250 ha";"51 - 60";6;"Fiołek";"Detractor";1;0;0;1
"824";"Średnie techniczne";"Agronom ekspert";"25.01 - 50 ha";"51 - 60";8;"Fiołek";"Neutral";0;1;0;1
"825";"Średnie ogólne";"Pracownik techniczny";"więcej niż 250 ha";"41 - 50";10;"Fiołek";"Promoter";0;0;1;1
"826";"Średnie ogólne";"Pracownik techniczny";"więcej niż 250 ha";"41 - 50";4;"Fiołek";"Detractor";1;0;0;1
"827";"Średnie techniczne";"Agronom ekspert";"100.01 - 250 ha";"41 - 50";1;"Fiołek";"Detractor";1;0;0;1
"828";"Średnie techniczne";"Agronom ekspert";"25.01 - 50 ha";"31 - 40";9;"Fiołek";"Promoter";0;0;1;1
"829";"Średnie ogólne";"Właściciel";"25.01 - 50 ha";"31 - 40";6;"Fiołek";"Detractor";1;0;0;1
"830";"Średnie ogólne";"Właściciel";"25.01 - 50 ha";"powyżej 60";10;"Fiołek";"Promoter";0;0;1;1
"831";"Średnie ogólne";"Główny agronom";"100.01 - 250 ha";"51 - 60";5;"Fiołek";"Detractor";1;0;0;1
"832";"Średnie ogólne";"Właściciel";"100.01 - 250 ha";"41 - 50";6;"Fiołek";"Detractor";1;0;0;1
"833";"Średnie ogólne";"Właściciel";"więcej niż 250 ha";"powyżej 60";7;"Fiołek";"Neutral";0;1;0;1
"834";"Średnie ogólne";"Pracownik techniczny";"100.01 - 250 ha";"31 - 40";1;"Fiołek";"Detractor";1;0;0;1
"835";"Średnie techniczne";"Właściciel";"mniej niż 25 ha";"31 - 40";0;"Fiołek";"Detractor";1;0;0;1
"836";"Średnie ogólne";"Właściciel";"więcej niż 250 ha";"powyżej 60";0;"Fiołek";"Detractor";1;0;0;1
"837";"Średnie ogólne";"Właściciel";"50.01 - 100 ha";"41 - 50";6;"Fiołek";"Detractor";1;0;0;1
"838";"Średnie ogólne";"Właściciel";"50.01 - 100 ha";"31 - 40";1;"Fiołek";"Detractor";1;0;0;1
"839";"Średnie ogólne";"Agronom ekspert";"50.01 - 100 ha";"41 - 50";0;"Fiołek";"Detractor";1;0;0;1
"840";"Średnie ogólne";"Agronom ekspert";"50.01 - 100 ha";"51 - 60";4;"Fiołek";"Detractor";1;0;0;1
"841";"Średnie ogólne";"Właściciel";"więcej niż 250 ha";"41 - 50";5;"Fiołek";"Detractor";1;0;0;1
"842";"Średnie ogólne";"Właściciel";"mniej niż 25 ha";"31 - 40";8;"Fiołek";"Neutral";0;1;0;1
"843";"Średnie ogólne";"Właściciel";"50.01 - 100 ha";"31 - 40";7;"Fiołek";"Neutral";0;1;0;1
"844";"Średnie ogólne";"Właściciel";"100.01 - 250 ha";"51 - 60";9;"Fiołek";"Promoter";0;0;1;1
"845";"Wyższe rolnicze";"Właściciel";"mniej niż 25 ha";"41 - 50";10;"Fiołek";"Promoter";0;0;1;1
"846";"Średnie ogólne";"Właściciel";"50.01 - 100 ha";"powyżej 60";4;"Fiołek";"Detractor";1;0;0;1
"847";"Średnie ogólne";"Agronom ekspert";"50.01 - 100 ha";"51 - 60";9;"Fiołek";"Promoter";0;0;1;1
"848";"Średnie ogólne";"Agronom ekspert";"mniej niż 25 ha";"31 - 40";8;"Fiołek";"Neutral";0;1;0;1
"849";"Średnie ogólne";"Pracownik techniczny";"100.01 - 250 ha";"31 - 40";9;"Fiołek";"Promoter";0;0;1;1
"850";"Średnie ogólne";"Pracownik techniczny";"50.01 - 100 ha";"mniej niż 30";6;"Fiołek";"Detractor";1;0;0;1
"851";"Średnie ogólne";"Agronom ekspert";"mniej niż 25 ha";"31 - 40";9;"Fiołek";"Promoter";0;0;1;1
"852";"Średnie ogólne";"Właściciel";"więcej niż 250 ha";"mniej niż 30";10;"Fiołek";"Promoter";0;0;1;1
"853";"Średnie ogólne";"Agronom ekspert";"więcej niż 250 ha";"41 - 50";9;"Fiołek";"Promoter";0;0;1;1
"854";"Średnie ogólne";"Pracownik techniczny";"25.01 - 50 ha";"41 - 50";1;"Fiołek";"Detractor";1;0;0;1
"855";"Średnie ogólne";"Agronom ekspert";"więcej niż 250 ha";"31 - 40";2;"Fiołek";"Detractor";1;0;0;1
"856";"Średnie ogólne";"Pracownik techniczny";"więcej niż 250 ha";"31 - 40";8;"Fiołek";"Neutral";0;1;0;1
"857";"Średnie techniczne";"Pracownik techniczny";"100.01 - 250 ha";"31 - 40";3;"Fiołek";"Detractor";1;0;0;1
"858";"Średnie ogólne";"Pracownik techniczny";"100.01 - 250 ha";"mniej niż 30";3;"Fiołek";"Detractor";1;0;0;1
"859";"Średnie ogólne";"Pracownik techniczny";"50.01 - 100 ha";"mniej niż 30";5;"Fiołek";"Detractor";1;0;0;1
"860";"Średnie techniczne";"Właściciel";"50.01 - 100 ha";"41 - 50";4;"Fiołek";"Detractor";1;0;0;1
"861";"Średnie ogólne";"Główny agronom";"mniej niż 25 ha";"31 - 40";6;"Fiołek";"Detractor";1;0;0;1
"862";"Średnie ogólne";"Dyrektor/wicedyrektor";"mniej niż 25 ha";"51 - 60";8;"Fiołek";"Neutral";0;1;0;1
"864";"Średnie ogólne";"Właściciel";"25.01 - 50 ha";"51 - 60";6;"Fiołek";"Detractor";1;0;0;1
"865";"Wyższe";"Agronom ekspert";"więcej niż 250 ha";"31 - 40";3;"Fiołek";"Detractor";1;0;0;1
"866";"Średnie ogólne";"Właściciel";"więcej niż 250 ha";"41 - 50";0;"Fiołek";"Detractor";1;0;0;1
"867";"Wyższe rolnicze";"Pracownik techniczny";"25.01 - 50 ha";"mniej niż 30";1;"Fiołek";"Detractor";1;0;0;1
"868";"Średnie ogólne";"Pracownik techniczny";"więcej niż 250 ha";"mniej niż 30";10;"Fiołek";"Promoter";0;0;1;1
"869";"Wyższe";"Dyrektor/wicedyrektor";"więcej niż 250 ha";"powyżej 60";1;"Fiołek";"Detractor";1;0;0;1
"870";"Wyższe rolnicze";"Dyrektor/wicedyrektor";"100.01 - 250 ha";"mniej niż 30";4;"Fiołek";"Detractor";1;0;0;1
"871";"Średnie ogólne";"Pracownik techniczny";"więcej niż 250 ha";"powyżej 60";4;"Fiołek";"Detractor";1;0;0;1
"872";"Wyższe";"Dyrektor/wicedyrektor";"więcej niż 250 ha";"51 - 60";9;"Fiołek";"Promoter";0;0;1;1
"873";"Średnie techniczne";"Główny agronom";"50.01 - 100 ha";"powyżej 60";5;"Fiołek";"Detractor";1;0;0;1
"874";"Średnie ogólne";"Pracownik techniczny";"25.01 - 50 ha";"41 - 50";9;"Fiołek";"Promoter";0;0;1;1
"875";"Wyższe rolnicze";"Właściciel";"więcej niż 250 ha";"51 - 60";6;"Fiołek";"Detractor";1;0;0;1
"876";"Średnie techniczne";"Pracownik techniczny";"100.01 - 250 ha";"powyżej 60";6;"Fiołek";"Detractor";1;0;0;1
"877";"Wyższe";"Dyrektor/wicedyrektor";"100.01 - 250 ha";"31 - 40";3;"Fiołek";"Detractor";1;0;0;1
"878";"Wyższe";"Pracownik techniczny";"więcej niż 250 ha";"powyżej 60";0;"Fiołek";"Detractor";1;0;0;1
"879";"Wyższe";"Dyrektor/wicedyrektor";"100.01 - 250 ha";"41 - 50";6;"Fiołek";"Detractor";1;0;0;1
"880";"Wyższe rolnicze";"Pracownik techniczny";"więcej niż 250 ha";"51 - 60";6;"Fiołek";"Detractor";1;0;0;1
"881";"Wyższe rolnicze";"Pracownik techniczny";"więcej niż 250 ha";"31 - 40";6;"Fiołek";"Detractor";1;0;0;1
"882";"Średnie ogólne";"Główny agronom";"50.01 - 100 ha";"powyżej 60";0;"Fiołek";"Detractor";1;0;0;1
"883";"Wyższe";"Pracownik techniczny";"25.01 - 50 ha";"51 - 60";1;"Fiołek";"Detractor";1;0;0;1
"884";"Średnie techniczne";"Właściciel";"mniej niż 25 ha";"powyżej 60";1;"Fiołek";"Detractor";1;0;0;1
"885";"Średnie techniczne";"Dyrektor/wicedyrektor";"więcej niż 250 ha";"powyżej 60";6;"Fiołek";"Detractor";1;0;0;1
"886";"Średnie ogólne";"Główny agronom";"50.01 - 100 ha";"mniej niż 30";4;"Fiołek";"Detractor";1;0;0;1
"887";"Średnie ogólne";"Agronom ekspert";"mniej niż 25 ha";"51 - 60";4;"Fiołek";"Detractor";1;0;0;1
"888";"Średnie ogólne";"Agronom ekspert";"100.01 - 250 ha";"powyżej 60";9;"Fiołek";"Promoter";0;0;1;1
"889";"Wyższe";"Dyrektor/wicedyrektor";"100.01 - 250 ha";"powyżej 60";9;"Fiołek";"Promoter";0;0;1;1
"890";"Wyższe";"Dyrektor/wicedyrektor";"25.01 - 50 ha";"51 - 60";9;"Fiołek";"Promoter";0;0;1;1
"892";"Średnie ogólne";"Dyrektor/wicedyrektor";"mniej niż 25 ha";"51 - 60";9;"Fiołek";"Promoter";0;0;1;1
"893";"Średnie ogólne";"Właściciel";"więcej niż 250 ha";"51 - 60";1;"Fiołek";"Detractor";1;0;0;1
"894";"Wyższe rolnicze";"Dyrektor/wicedyrektor";"więcej niż 250 ha";"powyżej 60";2;"Fiołek";"Detractor";1;0;0;1
"895";"Średnie techniczne";"Pracownik techniczny";"więcej niż 250 ha";"31 - 40";5;"Fiołek";"Detractor";1;0;0;1
"896";"Wyższe rolnicze";"Agronom ekspert";"25.01 - 50 ha";"powyżej 60";7;"Fiołek";"Neutral";0;1;0;1
"897";"Średnie techniczne";"Właściciel";"więcej niż 250 ha";"mniej niż 30";3;"Fiołek";"Detractor";1;0;0;1
"898";"Wyższe rolnicze";"Właściciel";"100.01 - 250 ha";"41 - 50";0;"Fiołek";"Detractor";1;0;0;1
"899";"Inne";"Pracownik techniczny";"50.01 - 100 ha";"mniej niż 30";6;"Fiołek";"Detractor";1;0;0;1
"900";"Średnie ogólne";"Agronom ekspert";"więcej niż 250 ha";"41 - 50";6;"Fiołek";"Detractor";1;0;0;1
"901";"Średnie ogólne";"Pracownik techniczny";"25.01 - 50 ha";"powyżej 60";10;"Fiołek";"Promoter";0;0;1;1
"902";"Średnie ogólne";"Agronom ekspert";"100.01 - 250 ha";"powyżej 60";4;"Fiołek";"Detractor";1;0;0;1
"903";"Średnie ogólne";"Pracownik techniczny";"więcej niż 250 ha";"mniej niż 30";0;"Fiołek";"Detractor";1;0;0;1
"904";"Wyższe rolnicze";"Pracownik techniczny";"więcej niż 250 ha";"31 - 40";5;"Fiołek";"Detractor";1;0;0;1
"905";"Średnie techniczne";"Główny agronom";"25.01 - 50 ha";"powyżej 60";7;"Fiołek";"Neutral";0;1;0;1
"906";"Wyższe";"Właściciel";"więcej niż 250 ha";"mniej niż 30";10;"Fiołek";"Promoter";0;0;1;1
"907";"Wyższe";"Właściciel";"więcej niż 250 ha";"powyżej 60";7;"Fiołek";"Neutral";0;1;0;1
"908";"Wyższe";"Dyrektor/wicedyrektor";"mniej niż 25 ha";"51 - 60";6;"Fiołek";"Detractor";1;0;0;1
"909";"Wyższe rolnicze";"Pracownik techniczny";"mniej niż 25 ha";"mniej niż 30";10;"Fiołek";"Promoter";0;0;1;1
"910";"Wyższe";"Główny agronom";"więcej niż 250 ha";"powyżej 60";10;"Fiołek";"Promoter";0;0;1;1
"911";"Wyższe";"Dyrektor/wicedyrektor";"więcej niż 250 ha";"51 - 60";1;"Fiołek";"Detractor";1;0;0;1
"912";"Średnie techniczne";"Dyrektor/wicedyrektor";"100.01 - 250 ha";"51 - 60";4;"Fiołek";"Detractor";1;0;0;1
"913";"Wyższe rolnicze";"Główny agronom";"50.01 - 100 ha";"powyżej 60";5;"Fiołek";"Detractor";1;0;0;1
"914";"Średnie techniczne";"Agronom ekspert";"więcej niż 250 ha";"31 - 40";0;"Fiołek";"Detractor";1;0;0;1
"915";"Średnie techniczne";"Główny agronom";"więcej niż 250 ha";"31 - 40";9;"Fiołek";"Promoter";0;0;1;1
"916";"Średnie ogólne";"Właściciel";"mniej niż 25 ha";"powyżej 60";7;"Fiołek";"Neutral";0;1;0;1
"917";"Wyższe rolnicze";"Główny agronom";"więcej niż 250 ha";"mniej niż 30";10;"Fiołek";"Promoter";0;0;1;1
"918";"Wyższe rolnicze";"Agronom ekspert";"100.01 - 250 ha";"powyżej 60";9;"Fiołek";"Promoter";0;0;1;1
"919";"Średnie ogólne";"Pracownik techniczny";"więcej niż 250 ha";"powyżej 60";5;"Fiołek";"Detractor";1;0;0;1
"920";"Średnie techniczne";"Właściciel";"więcej niż 250 ha";"51 - 60";5;"Fiołek";"Detractor";1;0;0;1
"921";"Średnie techniczne";"Właściciel";"100.01 - 250 ha";"51 - 60";7;"Fiołek";"Neutral";0;1;0;1
"922";"Wyższe rolnicze";"Agronom ekspert";"więcej niż 250 ha";"31 - 40";3;"Fiołek";"Detractor";1;0;0;1
"923";"Wyższe rolnicze";"Agronom ekspert";"100.01 - 250 ha";"powyżej 60";10;"Fiołek";"Promoter";0;0;1;1
"924";"Wyższe";"Pracownik techniczny";"100.01 - 250 ha";"powyżej 60";2;"Fiołek";"Detractor";1;0;0;1
"925";"Wyższe";"Agronom ekspert";"więcej niż 250 ha";"41 - 50";2;"Fiołek";"Detractor";1;0;0;1
"927";"Wyższe rolnicze";"Główny agronom";"więcej niż 250 ha";"mniej niż 30";9;"Fiołek";"Promoter";0;0;1;1
"928";"Średnie techniczne";"Agronom ekspert";"50.01 - 100 ha";"41 - 50";5;"Fiołek";"Detractor";1;0;0;1
"929";"Wyższe rolnicze";"Właściciel";"100.01 - 250 ha";"31 - 40";10;"Fiołek";"Promoter";0;0;1;1
"930";"Wyższe";"Agronom ekspert";"50.01 - 100 ha";"31 - 40";7;"Fiołek";"Neutral";0;1;0;1
"931";"Wyższe rolnicze";"Inna";"więcej niż 250 ha";"51 - 60";0;"Fiołek";"Detractor";1;0;0;1
"932";"Wyższe";"Pracownik techniczny";"więcej niż 250 ha";"51 - 60";10;"Fiołek";"Promoter";0;0;1;1
"933";"Wyższe";"Agronom ekspert";"więcej niż 250 ha";"31 - 40";8;"Fiołek";"Neutral";0;1;0;1
"934";"Wyższe rolnicze";"Główny agronom";"100.01 - 250 ha";"powyżej 60";7;"Fiołek";"Neutral";0;1;0;1
"935";"Średnie ogólne";"Właściciel";"50.01 - 100 ha";"powyżej 60";10;"Fiołek";"Promoter";0;0;1;1
"936";"Wyższe";"Dyrektor/wicedyrektor";"więcej niż 250 ha";"31 - 40";0;"Fiołek";"Detractor";1;0;0;1
"937";"Średnie techniczne";"Główny agronom";"25.01 - 50 ha";"powyżej 60";0;"Fiołek";"Detractor";1;0;0;1
"938";"Wyższe rolnicze";"Główny agronom";"więcej niż 250 ha";"41 - 50";4;"Fiołek";"Detractor";1;0;0;1
"939";"Średnie techniczne";"Pracownik techniczny";"100.01 - 250 ha";"powyżej 60";5;"Fiołek";"Detractor";1;0;0;1
"940";"Średnie ogólne";"Dyrektor/wicedyrektor";"więcej niż 250 ha";"powyżej 60";4;"Fiołek";"Detractor";1;0;0;1
"941";"Średnie ogólne";"Agronom ekspert";"więcej niż 250 ha";"powyżej 60";0;"Fiołek";"Detractor";1;0;0;1
"942";"Wyższe rolnicze";"Dyrektor/wicedyrektor";"50.01 - 100 ha";"41 - 50";4;"Fiołek";"Detractor";1;0;0;1
"943";"Średnie techniczne";"Właściciel";"25.01 - 50 ha";"41 - 50";6;"Fiołek";"Detractor";1;0;0;1
"944";"Średnie ogólne";"Agronom ekspert";"50.01 - 100 ha";"powyżej 60";9;"Fiołek";"Promoter";0;0;1;1
"945";"Wyższe rolnicze";"Dyrektor/wicedyrektor";"100.01 - 250 ha";"powyżej 60";10;"Fiołek";"Promoter";0;0;1;1
"946";"Wyższe rolnicze";"Właściciel";"100.01 - 250 ha";"51 - 60";3;"Fiołek";"Detractor";1;0;0;1
"947";"Średnie ogólne";"Właściciel";"więcej niż 250 ha";"powyżej 60";4;"Fiołek";"Detractor";1;0;0;1
"948";"Wyższe rolnicze";"Dyrektor/wicedyrektor";"25.01 - 50 ha";"powyżej 60";8;"Fiołek";"Neutral";0;1;0;1
"949";"Wyższe rolnicze";"Agronom ekspert";"50.01 - 100 ha";"31 - 40";0;"Fiołek";"Detractor";1;0;0;1
"951";"Wyższe";"Agronom ekspert";"więcej niż 250 ha";"powyżej 60";8;"Fiołek";"Neutral";0;1;0;1
"953";"Średnie ogólne";"Właściciel";"mniej niż 25 ha";"41 - 50";1;"Fiołek";"Detractor";1;0;0;1
